Log2FC	FDR	RawPval	AUC	Group_01_mean	Background_mean	MeanDiff	Chr	Start	End	PeakScore	distToGeneStart	nearestGene	peakType	distToTSS	nearestTSS	GC	Status_Group_01	GeneDist	PeakID
5.14617752752319	0.761633472398867	0.0247208348828	0.513440860215054	0.18501221831555	0	0.18501221831555	chr23	40451379	40451879	4.72793	527	soga3b	Promoter	527	ENSDART00000113106	0.3792	open	soga3b_527	chr23:40451379-40451879
5.13232702231357	0.761633472398867	0.00432604332469888	0.521505376344086	0.183193150501492	0	0.183193150501492	chr16	9525585	9526085	11.3469	271		Promoter	271	ENSDART00000148699	0.3693	open	_271	chr16:9525585-9526085
5.12982174198827	0.761633472398867	0.0247208348828	0.513440860215054	0.182865978449259	0	0.182865978449259	chr08	20803406	20803906	10.68569	22330	si:ch211-133l5.4	Distal	22330	ENSDART00000133309	0.3713	open	si:ch211-133l5.4_22330	chr08:20803406-20803906
5.11859122665335	0.761633472398867	0.0247208348828	0.513440860215054	0.181406313584602	0	0.181406313584602	chr09	16255538	16256038	4.12072	14131	si:ch211-261p9.4	Distal	14131	ENSDART00000154326	0.4052	open	si:ch211-261p9.4_14131	chr09:16255538-16256038
5.10817691771695	0.761633472398867	0.0449203126741728	0.510752688172043	0.180062849992449	0	0.180062849992449	chr09	14846348	14846848	10.68569	341763	nrp2b	Intronic	146131	ENSDART00000137117	0.481	open	nrp2b_341763	chr09:14846348-14846848
5.10236403302266	0.761633472398867	0.0137453970913015	0.516129032258065	0.179317184461447	0	0.179317184461447	chr13	47340344	47340844	2.54724	62848	bcl2l11	Distal	62559	ENSDART00000114318	0.3812	open	bcl2l11_62848	chr13:47340344-47340844
5.09510988310776	0.761633472398867	0.0449203126741728	0.510752688172043	0.178390840520496	0	0.178390840520496	chr20	52074745	52075245	4.14015	10967		Intronic	10967	ENSDART00000194125	0.4611	open	_10967	chr20:52074745-52075245
5.08978750830506	0.761633472398867	0.0247208348828	0.513440860215054	0.17771413763819	0	0.17771413763819	chr05	67037632	67038132	15.66935	26818		Distal	26818	ENSDART00000175198	0.3892	open	_26818	chr05:67037632-67038132
5.08337805970816	0.761633472398867	0.0024393365069132	0.524193548387097	0.176902527363708	0	0.176902527363708	chr02	51695489	51695989	6.37117	23699	tgm1l1	Intronic	4969	ENSDART00000188601	0.4012	open	tgm1l1_23699	chr02:51695489-51695989
5.07278076639888	0.761633472398867	0.0247208348828	0.513440860215054	0.175568506346999	0	0.175568506346999	chr25	1604500	1605000	5.88333	12785	ppm1h	Intronic	12785	ENSDART00000093277	0.509	open	ppm1h_12785	chr25:1604500-1605000
5.06968482488053	0.761633472398867	0.0449203126741728	0.510752688172043	0.17518062532163	0	0.17518062532163	chr15	2586620	2587120	4.42276	9254	dnajc30b	Distal	9254	ENSDART00000114923	0.4491	open	dnajc30b_9254	chr15:2586620-2587120
5.0695717609468	0.761633472398867	0.0449203126741728	0.510752688172043	0.175166475635989	0	0.175166475635989	chr20	15946994	15947494	4.12072	24257	fam20b	Exonic	24257	ENSDART00000189421	0.3892	open	fam20b_24257	chr20:15946994-15947494
5.06844489321436	0.761633472398867	0.0247208348828	0.513440860215054	0.175025511372771	0	0.175025511372771	chr03	35493530	35494030	6.92227	1789	tnrc6a	Promoter	1789	ENSDART00000113219	0.4671	open	tnrc6a_1789	chr03:35493530-35494030
5.05660894416142	0.761633472398867	0.0449203126741728	0.510752688172043	0.173551539221253	0	0.173551539221253	chr11	26600056	26600556	18.09726	3917	dynlrb1	Distal	3917	ENSDART00000030453	0.4192	open	dynlrb1_3917	chr11:26600056-26600556
5.05563603233705	0.761633472398867	0.0829874655175872	0.508064516129032	0.173430916106857	0	0.173430916106857	chr02	51025857	51026357	2.30621	26629	eef1da	Intronic	2161	ENSDART00000161254	0.3593	open	eef1da_26629	chr02:51025857-51026357
5.0535244425248	0.761633472398867	0.0829874655175872	0.508064516129032	0.173169397628554	0	0.173169397628554	chr06	4625473	4625973	7.24068	33335		Distal	33335	ENSDART00000181712	0.5529	open	_33335	chr06:4625473-4625973
5.04840348747394	0.761633472398867	0.0137453970913015	0.516129032258065	0.172536759490942	0	0.172536759490942	chr16	27337557	27338057	5.02781	7575	nr4a3	Distal	7575	ENSDART00000078250	0.4411	open	nr4a3_7575	chr16:27337557-27338057
5.04547849657887	0.761633472398867	0.0137453970913015	0.516129032258065	0.172176415126214	0	0.172176415126214	chr13	36555093	36555593	5.02781	10084		Distal	10084	ENSDART00000186171	0.4291	open	_10084	chr13:36555093-36555593
5.04531845789239	0.761633472398867	0.0247208348828	0.513440860215054	0.172156720226351	0	0.172156720226351	chr04	26251876	26252376	10.62942	70709	st8sia1	Distal	70707	ENSDART00000170709	0.4212	open	st8sia1_70709	chr04:26251876-26252376
5.03302818225055	0.761633472398867	0.00769418969280449	0.518817204301075	0.170650745179329	0	0.170650745179329	chr01	11849122	11849622	4.33746	980	ttyh3b	Intronic	980	ENSDART00000033361	0.4291	open	ttyh3b_980	chr01:11849122-11849622
5.02982180605516	0.761633472398867	0.0137453970913015	0.516129032258065	0.170259961042526	0	0.170259961042526	chr09	47484517	47485017	2.54724	64259		Intronic	11768	ENSDART00000134480	0.4451	open	_64259	chr09:47484517-47485017
5.0170002037654	0.761633472398867	0.0449203126741728	0.510752688172043	0.168705951645676	0	0.168705951645676	chr10	36371132	36371632	2.54724	16518	or104-1	Intronic	16518	ENSDART00000159675	0.3832	open	or104-1_16518	chr10:36371132-36371632
5.00166936504363	0.761633472398867	0.0829874655175872	0.508064516129032	0.166865855550958	0	0.166865855550958	chr20	35282782	35283282	1.0357	27628	fam49a	Exonic	349	ENSDART00000187199	0.4371	open	fam49a_27628	chr20:35282782-35283282
4.98106115723927	0.761633472398867	0.0449203126741728	0.510752688172043	0.164422947633597	0	0.164422947633597	chr19	24730059	24730559	9.71452	15584	myo1g	Intronic	15007	ENSDART00000142774	0.3673	open	myo1g_15584	chr19:24730059-24730559
4.96172187608352	0.761633472398867	0.00769418969280449	0.518817204301075	0.162161981472829	0	0.162161981472829	chr05	67445380	67445880	11.3469	3033	si:dkey-251i10.1	Distal	3033	ENSDART00000105731	0.3972	open	si:dkey-251i10.1_3033	chr05:67445380-67445880
4.96140451024331	0.761633472398867	0.0449203126741728	0.510752688172043	0.162125130238107	0	0.162125130238107	chr10	34326186	34326686	4.11016	957		Intronic	957	ENSDART00000170530	0.4152	open	_957	chr10:34326186-34326686
4.94156199463946	0.761633472398867	0.0137453970913015	0.516129032258065	0.159837121638637	0	0.159837121638637	chr20	26382894	26383394	5.02781	230	esr1	Intronic	223	ENSDART00000024518	0.3353	open	esr1_230	chr20:26382894-26383394
4.94152363662978	0.761633472398867	0.00769418969280449	0.518817204301075	0.159832729043326	0	0.159832729043326	chr13	39352330	39352830	9.93397	27714		Intronic	27714	ENSDART00000115386	0.4232	open	_27714	chr13:39352330-39352830
4.9388988959813	0.761633472398867	0.157858273965312	0.505376344086022	0.159532432211832	0	0.159532432211832	chr05	28497706	28498206	5.18824	0	nfr	Promoter	0	ENSDART00000191935	0.3872	open	nfr_0	chr05:28497706-28498206
4.9306700395268	0.761633472398867	0.0449203126741728	0.510752688172043	0.158594501538399	0	0.158594501538399	chr07	44744224	44744724	8.50753	13848		Distal	13848	ENSDART00000158920	0.4671	open	_13848	chr07:44744224-44744724
4.9284573568826	0.761633472398867	0.0137453970913015	0.516129032258065	0.158343209790329	0	0.158343209790329	chr22	21259239	21259739	5.66667	6698	cpamd8	Intronic	3628	ENSDART00000134893	0.479	open	cpamd8_6698	chr22:21259239-21259739
4.92738244409274	0.761633472398867	0.0247208348828	0.513440860215054	0.158221272240692	0	0.158221272240692	chr25	22948547	22949047	4.05169	59277	mob2a	Distal	59277	ENSDART00000128250	0.4232	open	mob2a_59277	chr25:22948547-22949047
4.92567797037843	0.761633472398867	0.0247208348828	0.513440860215054	0.15802810378086	0	0.15802810378086	chr07	49010728	49011228	13.9063	11254	si:ch211-288d18.1	Intronic	11133	ENSDART00000166329	0.3114	open	si:ch211-288d18.1_11254	chr07:49010728-49011228
4.92433751409887	0.761633472398867	0.0829874655175872	0.508064516129032	0.15787634974659	0	0.15787634974659	chr16	33107066	33107566	5.15168	1638	pnrc2	Promoter	1638	ENSDART00000145055	0.3393	open	pnrc2_1638	chr16:33107066-33107566
4.91690678309251	0.761633472398867	0.0247208348828	0.513440860215054	0.157037663732109	0	0.157037663732109	chr12	35865502	35866002	5.02781	19596	cep131	Exonic	18061	ENSDART00000129888	0.3553	open	cep131_19596	chr12:35865502-35866002
4.9153661745634	0.761633472398867	0.0247208348828	0.513440860215054	0.156864319506863	0	0.156864319506863	chr17	12524368	12524868	6.2477	26398	emilin1b	Distal	26398	ENSDART00000105215	0.3772	open	emilin1b_26398	chr17:12524368-12524868
4.91197709793049	0.761633472398867	0.00769418969280449	0.518817204301075	0.156483642577835	0	0.156483642577835	chr21	22375997	22376497	16.73903	1240		Promoter	1240	ENSDART00000142034	0.3453	open	_1240	chr21:22375997-22376497
4.90322159043198	0.761633472398867	0.0247208348828	0.513440860215054	0.155504312446186	0	0.155504312446186	chr07	12077783	12078283	8.12811	12364	mex3b	Distal	12364	ENSDART00000101537	0.4631	open	mex3b_12364	chr07:12077783-12078283
4.88841918602789	0.761633472398867	0.0449203126741728	0.510752688172043	0.153862076790831	0	0.153862076790831	chr17	44870903	44871403	2.59504	90986	tmem63c	Intronic	28387	ENSDART00000154711	0.4491	open	tmem63c_90986	chr17:44870903-44871403
4.88634253464769	0.761633472398867	0.0829874655175872	0.508064516129032	0.153633029906486	0	0.153633029906486	chr18	16993093	16993593	8.12811	6847	si:ch211-218c6.8	Exonic	6439	ENSDART00000142088	0.4511	open	si:ch211-218c6.8_6847	chr18:16993093-16993593
4.87807176757501	0.761633472398867	0.157858273965312	0.505376344086022	0.152724059593943	0	0.152724059593943	chr04	1806536	1807036	34.32266	5166	nudt4b	Distal	5166	ENSDART00000135749	0.4172	open	nudt4b_5166	chr04:1806536-1807036
4.87643664173654	0.761633472398867	0.0137453970913015	0.516129032258065	0.15254497281161	0	0.15254497281161	chr05	24314829	24315329	4.14015	9201	ctsll	Distal	9201	ENSDART00000144226	0.3293	open	ctsll_9201	chr05:24314829-24315329
4.85496081241464	0.761633472398867	0.0137453970913015	0.516129032258065	0.150211580636705	0	0.150211580636705	chr01	19648000	19648500	23.90645	22	polr1e	Promoter	22	ENSDART00000054574	0.3114	open	polr1e_22	chr01:19648000-19648500
4.85347626377708	0.761633472398867	0.319919337758818	0.502688172043011	0.150051561341884	0	0.150051561341884	chr05	25279195	25279695	5.80974	25053	carnmt1	Distal	25053	ENSDART00000163425	0.3293	open	carnmt1_25053	chr05:25279195-25279695
4.8517245225122	0.761633472398867	0.0829874655175872	0.508064516129032	0.149862953051118	0	0.149862953051118	chr23	31492372	31492872	5.80974	19874	eya4	Intronic	14231	ENSDART00000131352	0.4251	open	eya4_19874	chr23:31492372-31492872
4.8469111568748	0.761633472398867	0.0829874655175872	0.508064516129032	0.149345880242902	0	0.149345880242902	chr24	4810822	4811322	5.73929	29019	agtr1b	Distal	29019	ENSDART00000149911	0.4371	open	agtr1b_29019	chr24:4810822-4811322
4.83958365533899	0.761633472398867	0.0449203126741728	0.510752688172043	0.148562032616767	0	0.148562032616767	chr10	20644676	20645176	5.98287	5375	rassf2b	Exonic	5375	ENSDART00000142028	0.3832	open	rassf2b_5375	chr10:20644676-20645176
4.83927767061853	0.761633472398867	0.0829874655175872	0.508064516129032	0.148529386911953	0	0.148529386911953	chr01	49960419	49960919	5.73929	8961	gstcd	Exonic	4799	ENSDART00000150517	0.4491	open	gstcd_8961	chr01:49960419-49960919
4.83386536169951	0.761633472398867	0.0449203126741728	0.510752688172043	0.147953087135717	0	0.147953087135717	chr21	8265566	8266066	3.48505	11172	nr5a1b	Distal	11172	ENSDART00000028265	0.4132	open	nr5a1b_11172	chr21:8265566-8266066
4.82449505068533	0.761633472398867	0.0137453970913015	0.516129032258065	0.14696043888244	0	0.14696043888244	chr03	22212512	22213012	10.68569	4008	maptb	Exonic	1	ENSDART00000155490	0.4451	open	maptb_4008	chr03:22212512-22213012
4.82180166495247	0.761633472398867	0.00769418969280449	0.518817204301075	0.146676304712917	0	0.146676304712917	chr06	37171233	37171733	6.51641	22424		Distal	22424	ENSDART00000154837	0.3972	open	_22424	chr06:37171233-37171733
4.81814332716557	0.761633472398867	0.0137453970913015	0.516129032258065	0.146291223141254	0	0.146291223141254	chr18	11974997	11975497	2.54724	4259	si:dkeyp-2c8.3	Distal	4259	ENSDART00000144111	0.3693	open	si:dkeyp-2c8.3_4259	chr18:11974997-11975497
4.80872605624932	0.761633472398867	0.0247208348828	0.513440860215054	0.145304428967565	0	0.145304428967565	chr19	15397649	15398149	8.90641	46	hivep3a	Promoter	46	ENSDART00000143480	0.489	open	hivep3a_46	chr19:15397649-15398149
4.80795135017297	0.761633472398867	0.0829874655175872	0.508064516129032	0.14522353732329	0	0.14522353732329	chr07	55491621	55492121	3.48505	26647	cdt1	Distal	26647	ENSDART00000098476	0.3852	open	cdt1_26647	chr07:55491621-55492121
4.80716436849526	0.761633472398867	0.0449203126741728	0.510752688172043	0.145141408374309	0	0.145141408374309	chr11	7956746	7957246	10.72132	76818		Intronic	76818	ENSDART00000164240	0.4591	open	_76818	chr11:7956746-7957246
4.80189123045256	0.761633472398867	0.0137453970913015	0.516129032258065	0.144592261037357	0	0.144592261037357	chr16	25769627	25770127	14.22299	8775	cblc	Intronic	8775	ENSDART00000110619	0.3413	open	cblc_8775	chr16:25769627-25770127
4.80147629213984	0.761633472398867	0.0829874655175872	0.508064516129032	0.144549134270921	0	0.144549134270921	chr20	20647619	20648119	5.15168	10002	rtn1b	Intronic	9834	ENSDART00000189759	0.3533	open	rtn1b_10002	chr20:20647619-20648119
4.7950934663355	0.761633472398867	0.0829874655175872	0.508064516129032	0.143887293465931	0	0.143887293465931	chr13	4267843	4268343	20.46072	35547	ppp2r5d	Intronic	35547	ENSDART00000136262	0.3812	open	ppp2r5d_35547	chr13:4267843-4268343
4.79436951635658	0.761633472398867	0.157858273965312	0.505376344086022	0.143812411182138	0	0.143812411182138	chr12	33921799	33922299	3.3727	5109	trim8b	Intronic	2546	ENSDART00000085888	0.487	open	trim8b_5109	chr12:33921799-33922299
4.79353742716046	0.761633472398867	0.0449203126741728	0.510752688172043	0.143726389843068	0	0.143726389843068	chr05	37795648	37796148	9.61538	10745	myo1ca	Intronic	10626	ENSDART00000189812	0.3613	open	myo1ca_10745	chr05:37795648-37796148
4.79214890416546	0.761633472398867	0.157858273965312	0.505376344086022	0.143582954833288	0	0.143582954833288	chr21	39272692	39273192	17.98045	5635	ENSDARG00000082168	Distal	5635	ENSDART00000117873	0.4651	open	ENSDARG00000082168_5635	chr21:39272692-39273192
4.78964903090653	0.761633472398867	0.0449203126741728	0.510752688172043	0.143325064622274	0	0.143325064622274	chr16	29274009	29274509	5.90312	2904	rhbg	Intronic	2904	ENSDART00000058870	0.3613	open	rhbg_2904	chr16:29274009-29274509
4.78653646291159	0.761633472398867	0.0829874655175872	0.508064516129032	0.143004591960602	0	0.143004591960602	chr03	16056124	16056624	10.72132	910	atp6v0ca	Promoter	910	ENSDART00000023859	0.3972	open	atp6v0ca_910	chr03:16056124-16056624
4.78513217044597	0.761633472398867	0.0829874655175872	0.508064516129032	0.142860230993332	0	0.142860230993332	chr12	48150888	48151388	10.34873	23152	npffr1	Intronic	16996	ENSDART00000186624	0.3194	open	npffr1_23152	chr12:48150888-48151388
4.78129372830904	0.761633472398867	0.0829874655175872	0.508064516129032	0.14246635617443	0	0.14246635617443	chr11	38514915	38515415	5.98287	1186	si:ch211-117k10.3	Promoter	1186	ENSDART00000123381	0.2814	open	si:ch211-117k10.3_1186	chr11:38514915-38515415
4.77807113098763	0.761633472398867	0.0829874655175872	0.508064516129032	0.142136483432807	0	0.142136483432807	chr16	51783690	51784190	15.90623	7403		Distal	7403	ENSDART00000117735	0.4291	open	_7403	chr16:51783690-51784190
4.77657787206948	0.761633472398867	0.0247208348828	0.513440860215054	0.141983879534705	0	0.141983879534705	chr15	23309580	23310080	9.343	32921	mcamb	Intronic	32921	ENSDART00000020425	0.4251	open	mcamb_32921	chr15:23309580-23310080
4.77279300479577	0.761633472398867	0.0247208348828	0.513440860215054	0.141597791064334	0	0.141597791064334	chr16	24511361	24511861	21.77152	4480		Intronic	4480	ENSDART00000153953	0.4711	open	_4480	chr16:24511361-24511861
4.76618505676266	0.761633472398867	0.0137453970913015	0.516129032258065	0.140926147623873	0	0.140926147623873	chr17	11167770	11168270	6.51641	16364		Intronic	16364	ENSDART00000156383	0.3333	open	_16364	chr17:11167770-11168270
4.76441796782137	0.761633472398867	0.0247208348828	0.513440860215054	0.140747058320732	0	0.140747058320732	chr18	40791737	40792237	13.87562	38403	akt2	Intronic	18573	ENSDART00000133797	0.4232	open	akt2_38403	chr18:40791737-40792237
4.76093664460907	0.761633472398867	0.0449203126741728	0.510752688172043	0.140394877503522	0	0.140394877503522	chr15	24212724	24213224	15.73394	126	sez6b	Exonic	126	ENSDART00000155502	0.477	open	sez6b_126	chr15:24212724-24213224
4.75153012099462	0.761633472398867	0.0829874655175872	0.508064516129032	0.139447525559167	0	0.139447525559167	chr19	33581816	33582316	8.90641	28479	runx1t1	Intronic	28479	ENSDART00000183477	0.4092	open	runx1t1_28479	chr19:33581816-33582316
4.74951638122784	0.761633472398867	0.0449203126741728	0.510752688172043	0.139245518804178	0	0.139245518804178	chr18	28106652	28107152	8.50753	4281	kiaa1549lb	Exonic	762	ENSDART00000089615	0.4052	open	kiaa1549lb_4281	chr18:28106652-28107152
4.74274130054092	0.761633472398867	0.0137453970913015	0.516129032258065	0.138567948237746	0	0.138567948237746	chr04	25836468	25836968	8.94247	33	ndufa12	Promoter	33	ENSDART00000142491	0.4052	open	ndufa12_33	chr04:25836468-25836968
4.74209371014102	0.761633472398867	0.0247208348828	0.513440860215054	0.138503349676776	0	0.138503349676776	chr18	12735614	12736114	2.54724	29587		Intronic	26827	ENSDART00000137161	0.479	open	_29587	chr18:12735614-12736114
4.74151721769376	0.761633472398867	0.0449203126741728	0.510752688172043	0.13844586768346	0	0.13844586768346	chr02	21194797	21195297	1.02324	9143	si:dkey-29d8.3	Intronic	8669	ENSDART00000148045	0.4351	open	si:dkey-29d8.3_9143	chr02:21194797-21195297
4.74015380105848	0.761633472398867	0.0829874655175872	0.508064516129032	0.138310012937587	0	0.138310012937587	chr12	27794569	27795069	10.8247	90803	cacna1g	Intronic	44457	ENSDART00000123534	0.4511	open	cacna1g_90803	chr12:27794569-27795069
4.73741501438191	0.761633472398867	0.0829874655175872	0.508064516129032	0.138037500054629	0	0.138037500054629	chr11	26035135	26035635	8.94247	42561		Intronic	5208	ENSDART00000144115	0.3912	open	_42561	chr11:26035135-26035635
4.72775246632405	0.761633472398867	0.0449203126741728	0.510752688172043	0.137080185507645	0	0.137080185507645	chr03	31363307	31363807	12.34712	32591	c1ql3b	Distal	32591	ENSDART00000151423	0.4391	open	c1ql3b_32591	chr03:31363307-31363807
4.72612126006175	0.761633472398867	0.0449203126741728	0.510752688172043	0.136919205774382	0	0.136919205774382	chr09	18827962	18828462	1.02324	1147	gtf2f2b	Promoter	1147	ENSDART00000006514	0.4711	open	gtf2f2b_1147	chr09:18827962-18828462
4.71542960419126	0.761633472398867	0.157858273965312	0.505376344086022	0.135868566841107	0	0.135868566841107	chr07	58950825	58951325	4.42276	1306	mrc1a	Intronic	1306	ENSDART00000167076	0.3972	open	mrc1a_1306	chr07:58950825-58951325
4.71463723715292	0.761633472398867	0.0137452814435562	0.516129032258065	0.13579101262482	0	0.13579101262482	chr01	55074850	55075350	27.35559	5696	lgalsla	Distal	5696	ENSDART00000077390	0.4152	open	lgalsla_5696	chr01:55074850-55075350
4.71449397086757	0.761633472398867	0.00769418969280449	0.518817204301075	0.135776994749888	0	0.135776994749888	chr09	25149158	25149658	4.42276	32288	esd	Intronic	31728	ENSDART00000192624	0.4591	open	esd_32288	chr09:25149158-25149658
4.71187715773065	0.761633472398867	0.0449203126741728	0.510752688172043	0.135521197708089	0	0.135521197708089	chr23	23119788	23120288	2.54724	59378	noc2l	Intronic	1029	ENSDART00000132418	0.509	open	noc2l_59378	chr23:23119788-23120288
4.70679539721739	0.761633472398867	0.0247208348828	0.513440860215054	0.135025772141358	0	0.135025772141358	chr12	23473614	23474114	14.22299	19134		Intronic	19134	ENSDART00000134063	0.3992	open	_19134	chr12:23473614-23474114
4.702161351657	0.761633472398867	0.0829874655175872	0.508064516129032	0.134575513447173	0	0.134575513447173	chr04	74658968	74659468	9.93397	95025		Distal	95025	ENSDART00000174338	0.4012	open	_95025	chr04:74658968-74659468
4.69949465768001	0.761633472398867	0.0449203126741728	0.510752688172043	0.13431706377089	0	0.13431706377089	chr11	41269513	41270013	4.11016	27118	pax7a	Intronic	26437	ENSDART00000170657	0.4531	open	pax7a_27118	chr11:41269513-41270013
4.69815409814268	0.761633472398867	0.0829874655175872	0.508064516129032	0.134187320237457	0	0.134187320237457	chr11	40676250	40676750	12.40367	19635	si:ch211-222l21.1	Distal	2265	ENSDART00000165163	0.4172	open	si:ch211-222l21.1_19635	chr11:40676250-40676750
4.69685772000715	0.761633472398867	0.0449203126741728	0.510752688172043	0.134061967329694	0	0.134061967329694	chr20	29539174	29539674	25.13069	6413	taf1b	Distal	6413	ENSDART00000062377	0.4032	open	taf1b_6413	chr20:29539174-29539674
4.69522470524191	0.761633472398867	0.0247208348828	0.513440860215054	0.133904223668166	0	0.133904223668166	chr11	2169223	2169723	6.2477	2861	hoxc12b	Distal	2861	ENSDART00000170593	0.3393	open	hoxc12b_2861	chr11:2169223-2169723
4.69418557400493	0.761633472398867	0.319919337758818	0.502688172043011	0.133803940050088	0	0.133803940050088	chr25	5422756	5423256	7.24068	81903		Distal	81903	ENSDART00000115598	0.4611	open	_81903	chr25:5422756-5423256
4.6923219224568	0.761633472398867	0.00769418969280449	0.518817204301075	0.133624265147976	0	0.133624265147976	chr17	24083833	24084333	7.24068	24928	ehbp1	Distal	19964	ENSDART00000132755	0.3573	open	ehbp1_24928	chr17:24083833-24084333
4.68975862133611	0.761633472398867	0.0137453970913015	0.516129032258065	0.133377515788456	0	0.133377515788456	chr07	49272405	49272905	23.9422	46	abtb2a	Promoter	46	ENSDART00000083389	0.3752	open	abtb2a_46	chr07:49272405-49272905
4.6896149041511	0.761633472398867	0.0829874655175872	0.508064516129032	0.13336369421122	0	0.13336369421122	chr02	27860354	27860854	2.54724	5027		Distal	2915	ENSDART00000150633	0.4012	open	_5027	chr02:27860354-27860854
